DOMAIN	ACC	DEFINITION	DomainFreqbyProtein	DomainFreqinProteome
GST_N_5	PF18485	Glutathione S-transferase, N-terminal domain	4.902922141596391e-05	4.902922141596391e-05
GSu_C4xC__C2xCH	PF09698	Geobacter CxxxxCH...CXXCH motif (GSu_C4xC__C2xCH)	NA	NA
GT-D	PF08759	Glycosyltransferase GT-D fold	NA	NA
GT87	PF09594	Glycosyltransferase family 87	NA	NA
GTA_holin_3TM	PF11351	Holin of 3TMs, for gene-transfer release	NA	NA
GTA_TIM	PF13547	GTA TIM-barrel-like domain	NA	NA
GTF2I	PF02946	GTF2I-like repeat	0.00019611688566385565	0.0007354383212394587
Gti1_Pac2	PF09729	Gti1/Pac2 family	NA	NA
GTP-bdg_M	PF16360	GTP-binding GTPase Middle Region	4.902922141596391e-05	4.902922141596391e-05
GTP-bdg_N	PF13167	GTP-binding GTPase N-terminal	4.902922141596391e-05	4.902922141596391e-05
GTP1_OBG	PF01018	GTP1/OBG	9.805844283192783e-05	9.805844283192783e-05
GTPase_binding	PF09027	GTPase binding	9.805844283192783e-05	9.805844283192783e-05
GTP_CH_N	PF12471	GTP cyclohydrolase N terminal	NA	NA
GTP_cyclohydro2	PF00925	GTP cyclohydrolase II	NA	NA
GTP_cyclohydroI	PF01227	GTP cyclohydrolase I	4.902922141596391e-05	4.902922141596391e-05
GTP_EFTU	PF00009	Elongation factor Tu GTP binding domain	0.0009805844283192783	0.0009805844283192783
GTP_EFTU_D2	PF03144	Elongation factor Tu domain 2	0.0006864090998234948	0.0006864090998234948
GTP_EFTU_D3	PF03143	Elongation factor Tu C-terminal domain	0.0003432045499117474	0.0003432045499117474
GTP_EFTU_D4	PF14578	Elongation factor Tu domain 4	NA	NA
Gtr1_RagA	PF04670	Gtr1/RagA G protein conserved region	0.00019611688566385565	0.00019611688566385565
GtrA	PF04138	GtrA-like protein	NA	NA
GTSE1_N	PF15259	G-2 and S-phase expressed 1	9.805844283192783e-05	9.805844283192783e-05
Guanylate_cyc	PF00211	Adenylate and Guanylate cyclase catalytic domain	0.0009315552069033144	0.0014218474210629536
Guanylate_cyc_2	PF09778	Guanylylate cyclase	4.902922141596391e-05	4.902922141596391e-05
Guanylate_kin	PF00625	Guanylate kinase	0.0012257305353990978	0.0012257305353990978
Guanylin	PF02058	Guanylin precursor	9.805844283192783e-05	9.805844283192783e-05
GUB_WAK_bind	PF13947	Wall-associated receptor kinase galacturonan-binding	NA	NA
GUCT	PF08152	GUCT (NUC152) domain	9.805844283192783e-05	9.805844283192783e-05
GUN4	PF05419	GUN4-like	NA	NA
GUN4_N	PF16416	ARM-like repeat domain, GUN4-N terminal	NA	NA
GutM	PF06923	Glucitol operon activator protein (GutM)	NA	NA
GvpD	PF07088	GvpD gas vesicle protein	NA	NA
GvpG	PF05120	Gas vesicle protein G	NA	NA
GvpH	PF05455	GvpH	NA	NA
GvpK	PF05121	Gas vesicle protein K	NA	NA
GvpL_GvpF	PF06386	Gas vesicle synthesis protein GvpL/GvpF	NA	NA
GvpO	PF05800	Gas vesicle synthesis protein GvpO	NA	NA
GW	PF13457	GW (Gly-Tryp) dipeptide domain	NA	NA
GWT1	PF06423	GWT1	4.902922141596391e-05	4.902922141596391e-05
GxDLY	PF14607	N-terminus of Esterase_SGNH_hydro-type	NA	NA
GXGXG	PF01493	GXGXG motif	NA	NA
GxGYxYP_C	PF14323	GxGYxYP putative glycoside hydrolase C-terminal domain	NA	NA
GxGYxYP_N	PF16216	GxGYxY sequence motif in domain of unknown function N-terminal	NA	NA
GXWXG	PF14231	GXWXG protein	NA	NA
GYD	PF08734	GYD domain	NA	NA
GYF	PF02213	GYF domain	0.00014708766424789175	0.00014708766424789175
GYF_2	PF14237	GYF domain 2	4.902922141596391e-05	4.902922141596391e-05
Gypsy	PF07253	Gypsy protein	NA	NA
GYR	PF02756	GYR motif	NA	NA
GyrB_insert	PF18053	DNA gyrase B subunit insert domain	NA	NA
GyrI-like	PF06445	GyrI-like small molecule binding domain	NA	NA
Gyro_capsid	PF04162	Gyrovirus capsid protein (VP1)	NA	NA
G_glu_transpept	PF01019	Gamma-glutamyltranspeptidase	0.00044126299274367523	0.0005393214355756031
G_path_suppress	PF15991	G-protein pathway suppressor	4.902922141596391e-05	4.902922141596391e-05
H-kinase_dim	PF02895	Signal transducing histidine kinase, homodimeric domain	NA	NA
H-K_ATPase_N	PF09040	Gastric H+/K+-ATPase, N terminal domain	4.902922141596391e-05	4.902922141596391e-05
H2O2_YaaD	PF03883	Peroxide stress protein YaaA	NA	NA
H2TH	PF06831	Formamidopyrimidine-DNA glycosylase H2TH domain	9.805844283192783e-05	9.805844283192783e-05
HA	PF03457	Helicase associated domain	NA	NA
HA1	PF18239	Hemagglutinin I	NA	NA
HA2	PF04408	Helicase associated domain (HA2)	0.0008825259854873505	0.0008825259854873505
HA70_C	PF17993	Haemagglutinin 70 C-terminal domain	NA	NA
HABP4_PAI-RBP1	PF04774	Hyaluronan / mRNA binding family	0.0006864090998234948	0.0006864090998234948
HAD	PF12710	haloacid dehalogenase-like hydrolase	NA	NA
HAD_2	PF13419	Haloacid dehalogenase-like hydrolase	0.0002451461070798196	0.0002451461070798196
HAD_SAK_1	PF10307	HAD domain family 1 in Swiss Army Knife RNA repair proteins	NA	NA
HAD_SAK_2	PF18143	HAD domain in Swiss Army Knife RNA repair proteins	NA	NA
Haemadin	PF09065	Haemadin	NA	NA
Haemagg_act	PF05860	haemagglutination activity domain	NA	NA
Haemocyan_bet_s	PF14830	Haemocyanin beta-sandwich	NA	NA
Haem_bd	PF14376	Haem-binding domain	NA	NA
Haem_degrading	PF03928	Haem-degrading	NA	NA
Haem_oxygenas_2	PF14518	Iron-containing redox enzyme	NA	NA
HAGH_C	PF16123	Hydroxyacylglutathione hydrolase C-terminus	9.805844283192783e-05	9.805844283192783e-05
Hairy_orange	PF07527	Hairy Orange	0.0005393214355756031	0.0005393214355756031
HalOD1	PF18545	Halobacterial output domain 1	NA	NA
HalOD2	PF18547	Halobacterial output domain 2	NA	NA
Halogen_Hydrol	PF10112	5-bromo-4-chloroindolyl phosphate hydrolysis protein	NA	NA
Halo_GVPC	PF05465	Halobacterial gas vesicle protein C (GVPC) repeat	NA	NA
HalX	PF08663	HalX domain	NA	NA
HALZ	PF02183	Homeobox associated leucine zipper	NA	NA
Ham1p_like	PF01725	Ham1 family	4.902922141596391e-05	4.902922141596391e-05
Hamartin	PF04388	Hamartin protein	4.902922141596391e-05	4.902922141596391e-05
HAMP	PF00672	HAMP domain	NA	NA
HAMP_2	PF18947	HAMP domain	NA	NA
HAMP_N3	PF18575	HAMP N-terminal domain 3	NA	NA
HAND	PF09110	HAND	9.805844283192783e-05	9.805844283192783e-05
Hanta_G1	PF01567	Hantavirus glycoprotein G1	NA	NA
Hanta_G2	PF01561	Hantavirus/Nairovirus glycoprotein G2	NA	NA
Hanta_nucleocap	PF00846	Hantavirus nucleocapsid protein	NA	NA
HAP	PF03866	Hydrophobic abundant protein (HAP)	NA	NA
HAP1_N	PF04849	HAP1 N-terminal conserved region	0.00014708766424789175	0.00014708766424789175
HAP2-GCS1	PF10699	Male gamete fusion factor	NA	NA
Hap4_Hap_bind	PF10297	Minimal binding motif of Hap4 for binding to Hap2/3/5	NA	NA
HapK	PF11639	REDY-like protein HapK	NA	NA
Harakiri	PF15196	Activator of apoptosis harakiri	4.902922141596391e-05	4.902922141596391e-05
HARE-HTH	PF05066	HB1, ASXL, restriction endonuclease HTH domain	0.00014708766424789175	0.00014708766424789175
HARP	PF07443	HepA-related protein (HARP)	4.902922141596391e-05	9.805844283192783e-05
Harpin	PF04877	HrpZ	NA	NA
HAS-barrel	PF09378	HAS barrel domain	NA	NA
HasA	PF06438	Heme-binding protein A (HasA)	NA	NA
Haspin_kinase	PF12330	Haspin like kinase domain	4.902922141596391e-05	4.902922141596391e-05
HAT	PF02184	HAT (Half-A-TPR) repeat	4.902922141596391e-05	9.805844283192783e-05
Hat1_N	PF10394	Histone acetyl transferase HAT1 N-terminus	4.902922141596391e-05	4.902922141596391e-05
HATPase_c	PF02518	Histidine kinase-, DNA gyrase B-, and HSP90-like ATPase	0.0006864090998234948	0.0006864090998234948
HATPase_c_2	PF13581	Histidine kinase-like ATPase domain	NA	NA
HATPase_c_3	PF13589	Histidine kinase-, DNA gyrase B-, and HSP90-like ATPase	0.0007354383212394587	0.0007354383212394587
HATPase_c_4	PF13749	Putative ATP-dependent DNA helicase recG C-terminal	NA	NA
HATPase_c_5	PF14501	GHKL domain	NA	NA
HAT_KAT11	PF08214	Histone acetylation protein	9.805844283192783e-05	9.805844283192783e-05
HAUS-augmin3	PF14932	HAUS augmin-like complex subunit 3	4.902922141596391e-05	4.902922141596391e-05
HAUS2	PF15003	HAUS augmin-like complex subunit 2	4.902922141596391e-05	4.902922141596391e-05
HAUS4	PF14735	HAUS augmin-like complex subunit 4	4.902922141596391e-05	4.902922141596391e-05
HAUS5	PF14817	HAUS augmin-like complex subunit 5	4.902922141596391e-05	4.902922141596391e-05
HAUS6_N	PF14661	HAUS augmin-like complex subunit 6 N-terminus	4.902922141596391e-05	4.902922141596391e-05
HAV_VP	PF12944	Hepatitis A virus viral protein VP	NA	NA
HBB	PF06777	Helical and beta-bridge domain	4.902922141596391e-05	4.902922141596391e-05
HBD	PF18534	Helical bundle domain	NA	NA
HBM	PF16591	Helical bimodular sensor domain	NA	NA
HbrB	PF08539	HbrB-like	9.805844283192783e-05	9.805844283192783e-05
HBS1_N	PF08938	HBS1 N-terminus	4.902922141596391e-05	4.902922141596391e-05
Hc1	PF07432	Histone H1-like protein Hc1	NA	NA
HC2	PF07382	Histone H1-like nucleoprotein HC2	NA	NA
HCBP_related	PF06594	Haemolysin-type calcium binding protein related domain	NA	NA
Hce2	PF14856	Pathogen effector; putative necrosis-inducing factor	NA	NA
HCMVantigenic_N	PF12154	Glycoprotein B N-terminal antigenic domain of HCMV	NA	NA
HCMV_UL124	PF17609	Family of unknown function	NA	NA
HCMV_UL139	PF12507	Human Cytomegalovirus UL139 protein	NA	NA
HCNGP	PF07818	HCNGP-like protein	4.902922141596391e-05	4.902922141596391e-05
HCO3_cotransp	PF00955	HCO3- transporter family	0.0004902922141596392	0.0005393214355756031
HCR	PF07111	Alpha helical coiled-coil rod protein (HCR)	4.902922141596391e-05	4.902922141596391e-05
HCV_capsid	PF01543	Hepatitis C virus capsid protein	NA	NA
HCV_core	PF01542	Hepatitis C virus core protein	NA	NA
HCV_env	PF01539	Hepatitis C virus envelope glycoprotein E1	NA	NA
HCV_NS1	PF01560	Hepatitis C virus non-structural protein E2/NS1	NA	NA
HCV_NS2	PF01538	Hepatitis C virus non-structural protein NS2	NA	NA
HCV_NS4a	PF01006	Hepatitis C virus non-structural protein NS4a	NA	NA
HCV_NS4b	PF01001	Hepatitis C virus non-structural protein NS4b	NA	NA
HCV_NS5a	PF01506	Hepatitis C virus non-structural 5a protein membrane anchor	NA	NA
HCV_NS5a_1a	PF08300	Hepatitis C virus non-structural 5a zinc finger domain	NA	NA
HCV_NS5a_1b	PF08301	Hepatitis C virus non-structural 5a domain 1b	NA	NA
HCV_NS5a_C	PF12941	HCV NS5a protein C-terminal region	NA	NA
HcyBio	PF01837	Homocysteine biosynthesis enzyme, sulfur-incorporation	NA	NA
HD	PF01966	HD domain	4.902922141596391e-05	4.902922141596391e-05
HD-ZIP_N	PF04618	HD-ZIP protein N terminus	NA	NA
HDA2-3	PF11496	Class II histone deacetylase complex subunits 2 and 3	NA	NA
HDAC4_Gln	PF12203	Glutamine rich N terminal domain of histone deacetylase 4	0.00014708766424789175	0.00014708766424789175
HDC	PF02329	Histidine carboxylase PI chain	NA	NA
HdeA	PF06411	HdeA/HdeB family	NA	NA
hDGE_amylase	PF14701	Glycogen debranching enzyme, glucanotransferase domain	4.902922141596391e-05	4.902922141596391e-05
HDNR	PF15115	Domain of unknown function with conserved HDNR motif	9.805844283192783e-05	9.805844283192783e-05
HDOD	PF08668	HDOD domain	NA	NA
HDPD	PF02924	Bacteriophage lambda head decoration protein D	NA	NA
HDV_ag	PF01517	Hepatitis delta virus delta antigen	NA	NA
HD_2	PF12917	HD containing hydrolase-like enzyme	NA	NA
HD_3	PF13023	HD domain	4.902922141596391e-05	4.902922141596391e-05
HD_4	PF13328	HD domain	4.902922141596391e-05	4.902922141596391e-05
HD_5	PF13487	HD domain	NA	NA
HD_6	PF18019	HD domain	NA	NA
HD_assoc	PF13286	Phosphohydrolase-associated domain	NA	NA
Head-tail_con	PF12236	Bacteriophage head to tail connecting protein	NA	NA
Headcase	PF16002	Headcase protein	4.902922141596391e-05	4.902922141596391e-05
Head_binding	PF09008	Head binding	NA	NA
HEAT	PF02985	HEAT repeat	0.0004902922141596392	0.0006864090998234948
HEAT_2	PF13646	HEAT repeats	0.00044126299274367523	0.0005393214355756031
HEAT_EZ	PF13513	HEAT-like repeat	0.0002451461070798196	0.0002451461070798196
HEAT_PBS	PF03130	PBS lyase HEAT-like repeat	NA	NA
HEAT_UF	PF18817	Repeat of uncharacterized protein PH0542	NA	NA
HECA	PF15353	Headcase protein family homologue	4.902922141596391e-05	4.902922141596391e-05
HECT	PF00632	HECT-domain (ubiquitin-transferase)	0.0013728181996469895	0.0013728181996469895
HECT_2	PF09814	HECT-like Ubiquitin-conjugating enzyme (E2)-binding	4.902922141596391e-05	4.902922141596391e-05
HECW1_helix	PF18436	Helical box domain of E3 ubiquitin-protein ligase HECW1	9.805844283192783e-05	9.805844283192783e-05
HECW_N	PF16562	N-terminal domain of E3 ubiquitin-protein ligase HECW1 and 2	9.805844283192783e-05	9.805844283192783e-05
HEF_HK	PF19191	HEF_HK domain	NA	NA
hEGF	PF12661	Human growth factor-like EGF	0.0013237889782310257	0.002892724063541871
HeH	PF12949	HeH/LEM domain	NA	NA
Helicase_C	PF00271	Helicase conserved C-terminal domain	0.005197097470092175	0.005246126691508139
Helicase_C_2	PF13307	Helicase C-terminal domain	0.0002941753284957835	0.0002941753284957835
Helicase_C_3	PF13625	Helicase conserved C-terminal domain	4.902922141596391e-05	4.902922141596391e-05
Helicase_C_4	PF13871	C-terminal domain on Strawberry notch homologue	9.805844283192783e-05	9.805844283192783e-05
Helicase_IV_N	PF12462	DNA helicase IV / RNA helicase N terminal	NA	NA
Helicase_PWI	PF18149	N-terminal helicase PWI domain	4.902922141596391e-05	4.902922141596391e-05
Helicase_RecD	PF05127	Helicase	4.902922141596391e-05	4.902922141596391e-05
Helicase_Sgs1	PF11408	Sgs1 RecQ helicase	NA	NA
Heliorhodopsin	PF18761	Heliorhodopsin	NA	NA
Helitron_like_N	PF14214	Helitron helicase-like domain at N-terminus	NA	NA
HeLo	PF14479	Prion-inhibition and propagation	NA	NA
Helo_like_N	PF17111	Fungal N-terminal domain of STAND proteins	NA	NA
HELP	PF03451	HELP motif	0.0002941753284957835	0.0004902922141596392
Helveticin_J	PF17312	Bacteriocin helveticin-J	NA	NA
HEM4	PF02602	Uroporphyrinogen-III synthase HemD	4.902922141596391e-05	4.902922141596391e-05
Hemagglutinin	PF00509	Haemagglutinin	NA	NA
Hema_esterase	PF03996	Hemagglutinin esterase	NA	NA
Hema_HEFG	PF02710	Hemagglutinin domain of haemagglutinin-esterase-fusion glycoprotein	NA	NA
Hema_stalk	PF08720	Influenza C hemagglutinin stalk	NA	NA
HemeBinding_Shp	PF11545	Cell surface heme-binding protein Shp	NA	NA
Hemerythrin	PF01814	Hemerythrin HHE cation binding domain	4.902922141596391e-05	4.902922141596391e-05
Heme_oxygenase	PF01126	Heme oxygenase	9.805844283192783e-05	9.805844283192783e-05
HemN_C	PF06969	HemN C-terminal domain	4.902922141596391e-05	4.902922141596391e-05
Hemocyanin_C	PF03723	Hemocyanin, ig-like domain	NA	NA
Hemocyanin_M	PF00372	Hemocyanin, copper containing domain	NA	NA
Hemocyanin_N	PF03722	Hemocyanin, all-alpha domain	NA	NA
HemolysinCabind	PF00353	RTX calcium-binding nonapeptide repeat (4 copies)	NA	NA
Hemolysin_N	PF12563	Hemolytic toxin N terminal	NA	NA
Hemopexin	PF00045	Hemopexin	0.00112767209256717	0.004069425377525005
hemP	PF10636	Hemin uptake protein hemP	NA	NA
HemS	PF05171	Haemin-degrading HemS.ChuX domain	NA	NA
HemX	PF04375	HemX, putative uroporphyrinogen-III C-methyltransferase	NA	NA
HemY_N	PF07219	HemY protein N-terminus	NA	NA
Hen1_L	PF12623	RNA repair, ligase-Pnkp-associating, region of Hen1	NA	NA
Hen1_Lam_C	PF18441	Hen1 La-motif C-terminal domain	NA	NA
Hepar_II_III	PF07940	Heparinase II/III-like protein	NA	NA
Hepar_II_III_N	PF16889	Heparinase II/III N-terminus	NA	NA
Hepatitis_core	PF00906	Hepatitis core antigen	NA	NA
Hepcidin	PF06446	Hepcidin	4.902922141596391e-05	4.902922141596391e-05
HepII_C	PF18675	Heparinase II C-terminal domain	NA	NA
HEPN	PF05168	HEPN domain	4.902922141596391e-05	4.902922141596391e-05
HEPN-like_int	PF18867	HEPN-like integron domain	NA	NA
HEPN_AbiA_CTD	PF18732	HEPN like, Abia C-terminal domain	NA	NA
HEPN_AbiU2	PF18734	AbiU2	NA	NA
HEPN_AbiV	PF18728	AbiV	NA	NA
HEPN_Apea	PF18739	Apea-like HEPN	NA	NA
HEPN_Cthe2314	PF18730	Cthe_2314-like HEPN	NA	NA
HEPN_DZIP3	PF18738	DZIP3/ hRUL138-like HEPN	4.902922141596391e-05	4.902922141596391e-05
HEPN_LA2681	PF18733	LA2681-like HEPN	NA	NA
HEPN_MAE_28990	PF18737	MAE_28990/MAE_18760-like HEPN	NA	NA
HEPN_RES_NTD1	PF18870	HEPN/RES N-terminal domain 1	NA	NA
HEPN_RiboL-PSP	PF18735	RiboL-PSP-HEPN	NA	NA
HEPN_RnaseLS	PF18869	RnaseLS-like HEPN	NA	NA
HEPN_SAV2148	PF18725	SAV2148-like HEPN	NA	NA
HEPN_SAV_6107	PF18726	SAV_6107-like HEPN	NA	NA
HEPN_STY4199	PF18729	STY4199-like HEPN	NA	NA
HEPN_Swt1	PF18731	Swt1-like HEPN	NA	NA
HEPN_Toprim_N	PF18871	HEPN/Toprim N-terminal domain 1	NA	NA
HEPPP_synt_1	PF07307	Heptaprenyl diphosphate synthase (HEPPP synthase) subunit 1	NA	NA
Hepsin-SRCR	PF09272	Hepsin, SRCR domain	4.902922141596391e-05	4.902922141596391e-05
Hep_59	PF07052	Hepatocellular carcinoma-associated antigen 59	4.902922141596391e-05	4.902922141596391e-05
Hep_core_N	PF08290	Hepatitis core protein, putative zinc finger	NA	NA
Herp-Cyclin	PF09241	Herpesviridae viral cyclin	NA	NA
Herpes_BBRF1	PF04793	BRRF1-like protein	NA	NA
Herpes_BLLF1	PF05109	Herpes virus major outer envelope glycoprotein (BLLF1)	NA	NA
Herpes_BLRF2	PF05812	Herpesvirus BLRF2 protein	NA	NA
Herpes_BMRF2	PF04633	Herpesvirus BMRF2 protein	NA	NA
Herpes_BTRF1	PF04682	Herpesvirus BTRF1 protein conserved region	NA	NA
Herpes_capsid	PF06112	Gammaherpesvirus capsid protein	NA	NA
Herpes_DNAp_acc	PF04929	Herpes DNA replication accessory factor	NA	NA
Herpes_env	PF01673	Herpesvirus putative major envelope glycoprotein	NA	NA
Herpes_gE	PF02480	Alphaherpesvirus glycoprotein E	NA	NA
Herpes_gI	PF01688	Alphaherpesvirus glycoprotein I	NA	NA
Herpes_glycoH_C	PF17488	Herpesvirus glycoprotein H C-terminal domain	NA	NA
Herpes_glycop	PF01528	Herpesvirus glycoprotein M	NA	NA
Herpes_glycop_D	PF01537	Herpesvirus glycoprotein D/GG/GX domain	NA	NA
Herpes_glycop_H	PF02489	Herpesvirus glycoprotein H main domain	NA	NA
Herpes_gp2	PF05955	Equine herpesvirus glycoprotein gp2	NA	NA
Herpes_Helicase	PF02689	Helicase	4.902922141596391e-05	4.902922141596391e-05
Herpes_heli_pri	PF05774	Herpesvirus helicase-primase complex component	NA	NA
Herpes_HEPA	PF03324	Herpesvirus DNA helicase/primase complex associated protein	NA	NA
Herpes_ICP4_C	PF03585	Herpesvirus ICP4-like protein C-terminal region	NA	NA
Herpes_ICP4_N	PF03584	Herpesvirus ICP4-like protein N-terminal region	NA	NA
Herpes_IE1	PF07340	Cytomegalovirus IE1 protein	NA	NA
Herpes_IE2_3	PF03361	Herpes virus intermediate/early protein 2/3	NA	NA
Herpes_IE68	PF02479	Herpesvirus immediate early protein	NA	NA
Herpes_IR6	PF06307	Herpesvirus IR6 protein	NA	NA
Herpes_LAMP2	PF06126	Herpesvirus Latent membrane protein 2	NA	NA
Herpes_LMP1	PF05297	Herpesvirus latent membrane protein 1 (LMP1)	NA	NA
Herpes_LMP2	PF07415	Gammaherpesvirus latent membrane protein (LMP2) protein	NA	NA
Herpes_LP	PF03363	Herpesvirus leader protein	NA	NA
Herpes_MCP	PF03122	Herpes virus major capsid protein	NA	NA
Herpes_ORF11	PF04797	Herpesvirus dUTPase protein	NA	NA
Herpes_ori_bp	PF02399	Origin of replication binding protein	NA	NA
Herpes_PAP	PF03325	Herpesvirus polymerase accessory protein	NA	NA
Herpes_pp38	PF04846	Herpesvirus pp38 phosphoprotein	NA	NA
Herpes_pp85	PF04637	Herpesvirus phosphoprotein 85 (HHV6-7 U14/HCMV UL25)	NA	NA
Herpes_TAF50	PF03326	Herpesvirus transcription activation factor (transactivator)	NA	NA
Herpes_teg_N	PF04843	Herpesvirus tegument protein, N-terminal conserved region	NA	NA
Herpes_TK	PF00693	Thymidine kinase from herpesvirus	NA	NA
Herpes_TK_C	PF08465	Thymidine kinase from Herpesvirus C-terminal	NA	NA
Herpes_U15	PF05613	Human herpesvirus U15 protein	NA	NA
Herpes_U26	PF07402	Human herpesvirus U26 protein	NA	NA
Herpes_U30	PF04523	Herpes virus tegument protein U30	NA	NA
Herpes_U34	PF04541	Herpesvirus virion protein U34	NA	NA
Herpes_U44	PF04533	Herpes virus U44 protein	NA	NA
Herpes_U47	PF05467	Herpesvirus glycoprotein U47	NA	NA
Herpes_U5	PF05999	Herpesvirus U5-like family	NA	NA
Herpes_U55	PF06501	Human herpesvirus U55 protein	NA	NA
Herpes_U59	PF04529	Herpesvirus U59 protein	NA	NA
Herpes_UL1	PF05259	Herpesvirus glycoprotein L	NA	NA
Herpes_UL14	PF03580	Herpesvirus UL14-like protein	NA	NA
Herpes_UL16	PF03044	Herpesvirus UL16/UL94 family	NA	NA
Herpes_UL17	PF04559	Herpesvirus UL17 protein	NA	NA
Herpes_UL20	PF04544	Herpesvirus egress protein UL20	NA	NA
Herpes_UL21	PF03252	Herpesvirus UL21	NA	NA
Herpes_UL24	PF01646	Herpes virus proteins UL24 and UL76	NA	NA
Herpes_UL25	PF01499	Herpesvirus UL25 family	NA	NA
Herpes_UL3	PF03369	Herpesvirus UL3 protein	NA	NA
Herpes_UL31	PF02718	Herpesvirus UL31-like protein	NA	NA
Herpes_UL32	PF06070	Herpesvirus large structural phosphoprotein UL32	NA	NA
Herpes_UL33	PF03581	Herpesvirus UL33-like protein	NA	NA
Herpes_UL35	PF04496	Herpesvirus UL35 family	NA	NA
Herpes_UL36	PF03586	Herpesvirus UL36 tegument protein	NA	NA
Herpes_UL37_1	PF03970	Herpesvirus UL37 tegument protein	NA	NA
Herpes_UL37_2	PF07413	Betaherpesvirus immediate-early glycoprotein UL37	NA	NA
Herpes_UL4	PF03277	Herpesvirus UL4 family	NA	NA
Herpes_UL42	PF02282	DNA polymerase processivity factor (UL42)	NA	NA
Herpes_UL43	PF05072	Herpesvirus UL43 protein	NA	NA
Herpes_UL46	PF03387	Herpesvirus UL46 protein	NA	NA
Herpes_UL47	PF03362	Herpesvirus UL47 protein	NA	NA
Herpes_UL49_1	PF03117	UL49 family	NA	NA
Herpes_UL49_2	PF04823	Herpesvirus UL49 tegument protein	NA	NA
Herpes_UL49_5	PF05702	Herpesvirus UL49.5 envelope/tegument protein	NA	NA
Herpes_UL51	PF04540	Herpesvirus UL51 protein	NA	NA
Herpes_UL52	PF03121	Herpesviridae UL52/UL70 DNA primase	4.902922141596391e-05	4.902922141596391e-05
Herpes_UL55	PF04537	Herpesvirus UL55 protein	NA	NA
Herpes_UL56	PF04534	Herpesvirus UL56 protein	NA	NA
Herpes_UL6	PF01763	Herpesvirus UL6 like	NA	NA
Herpes_UL69	PF05459	Herpesvirus transcriptional regulator family	NA	NA
Herpes_UL7	PF01677	Herpesvirus UL7 like	NA	NA
Herpes_UL73	PF03554	UL73 viral envelope glycoprotein	NA	NA
Herpes_UL74	PF07982	Herpes UL74 glycoproteins	NA	NA
Herpes_UL79	PF03049	UL79 family	NA	NA
Herpes_UL82_83	PF05784	Betaherpesvirus UL82/83 protein N terminus	NA	NA
Herpes_UL87	PF03043	Herpesvirus UL87 family	NA	NA
Herpes_UL92	PF03048	UL92 family	NA	NA
Herpes_UL95	PF03038	UL95 family	NA	NA
Herpes_US12	PF05363	Herpesvirus US12 family	NA	NA
Herpes_US9	PF06072	Alphaherpesvirus tegument protein US9	NA	NA
Herpes_V23	PF01802	Herpesvirus VP23 like capsid protein	NA	NA
Herpes_VP19C	PF03327	Herpesvirus capsid shell protein VP19C	NA	NA
Herpeto_peptide	PF14409	Ribosomally synthesized peptide in Herpetosiphon	NA	NA
HERV-K_env_2	PF13804	Retro-transcribing viruses envelope glycoprotein	0.0007844675426554226	0.0007844675426554226
HERV-K_REC	PF15695	Rec (regulator of expression encoded by corf) of HERV-K-113	0.0007844675426554226	0.0007844675426554226
HET	PF06985	Heterokaryon incompatibility protein (HET)	NA	NA
Het-C	PF07217	Heterokaryon incompatibility protein Het-C	NA	NA
HET-S	PF17108	N-terminal small S protein of HET, non-prionic	NA	NA
HET-s_218-289	PF11558	Het-s 218-289	NA	NA
HetR_C	PF18460	Heterocyst differentiation regulator C-terminal Hood domain	NA	NA
HEV_ORF1	PF02444	Hepatitis E virus ORF-2 (Putative capsid protein)	NA	NA
Hexapep	PF00132	Bacterial transferase hexapeptide (six repeats)	0.0002451461070798196	0.0002451461070798196
Hexapep_2	PF14602	Hexapeptide repeat of succinyl-transferase	NA	NA
Hexapep_loop	PF18776	Hexapeptide repeat including loop	NA	NA
HEXIM	PF15313	Hexamethylene bis-acetamide-inducible protein	9.805844283192783e-05	9.805844283192783e-05
Hexokinase_1	PF00349	Hexokinase	0.0002451461070798196	0.00044126299274367523
Hexokinase_2	PF03727	Hexokinase	0.0002451461070798196	0.00044126299274367523
Hexose_dehydrat	PF03559	NDP-hexose 2,3-dehydratase	NA	NA
Hex_IIIa	PF02455	Hexon-associated protein (IIIa)	NA	NA
He_PIG	PF05345	Putative Ig domain	4.902922141596391e-05	4.902922141596391e-05
HflK_N	PF12221	Bacterial membrane protein N terminal	NA	NA
Hfq	PF17209	Hfq protein	NA	NA
Hfx_Cass5	PF18287	Integron Cassette Protein Hfx_Cass5	NA	NA
HGAL	PF15666	Germinal center-associated lymphoma	9.805844283192783e-05	9.805844283192783e-05
HGD-D	PF06050	2-hydroxyglutaryl-CoA dehydratase, D-component	NA	NA
hGDE_central	PF14702	Central domain of human glycogen debranching enzyme	4.902922141596391e-05	4.902922141596391e-05
hGDE_N	PF14699	N-terminal domain from the human glycogen debranching enzyme	4.902922141596391e-05	4.902922141596391e-05
HgmA	PF04209	homogentisate 1,2-dioxygenase	4.902922141596391e-05	4.902922141596391e-05
HGTP_anticodon	PF03129	Anticodon binding domain	0.00044126299274367523	0.00044126299274367523
HGTP_anticodon2	PF12745	Anticodon binding domain of tRNAs	4.902922141596391e-05	4.902922141596391e-05
HGWP	PF03578	HGWP repeat	NA	NA
HHA	PF05321	Haemolysin expression modulating protein	NA	NA
