DOMAIN	ACC	DEFINITION	DomainFreqbyProtein	DomainFreqinProteome
LU	SM00134	Ly-6 antigen / uPA receptor -like domain	0.0005393214355756031	0.0006373798784075309
LY	SM00135	Low-density lipoprotein-receptor YWTD domain	0.0007354383212394587	0.01063934104726417
LysM	SM00257	Lysin motif	0.0002941753284957835	0.0002941753284957835
LYZ1	SM00263	 Alpha-lactalbumin / lysozyme C	0.0003922337713277113	0.0003922337713277113
M16C_associated	SM01264	Peptidase M16C associated	4.902922141596391e-05	4.902922141596391e-05
M60-like	SM01276	Peptidase M60-like family	9.805844283192783e-05	9.805844283192783e-05
MA3	SM00544	Domain in DAP-5, eIF4G, MA-3 and other proteins.	0.0002941753284957835	0.0003432045499117474
Mab-21	SM01265	NA	0.000588350656991567	0.000588350656991567
MACPF	SM00457	membrane-attack complex / perforin	0.000588350656991567	0.000588350656991567
Mad3_BUB1_I	SM00777	Mad3/BUB1 hoMad3/BUB1 homology region 1	9.805844283192783e-05	9.805844283192783e-05
MADF	SM00595		NA	NA
MADS	SM00432	NA	0.0002451461070798196	0.0002451461070798196
MAGE	SM01373	Melanoma-associated antigen	0.001716022749558737	0.0018631104138066288
MAGE_N	SM01392	Melanoma associated antigen family N terminal	0.0010296136497352421	0.0010786428711512062
Mago-bind	SM01273	Mago binding	4.902922141596391e-05	4.902922141596391e-05
MAGUK_N_PEST	SM01277	Polyubiquitination (PEST) N-terminal domain of MAGUK	0.00019611688566385565	0.00019611688566385565
malic	SM01274	Malic enzyme, N-terminal domain	0.00014708766424789175	0.00014708766424789175
Malic_M	SM00919	Malic enzyme, NAD binding domain	0.00014708766424789175	0.00014708766424789175
MAM	SM00137	Domain in meprin, A5, receptor protein tyrosine phosphatase mu (and others)	0.0008334967640713865	0.001716022749558737
MamL-1	SM01275	MamL-1 domain	0.00014708766424789175	0.00014708766424789175
MANEC	SM00765	NA	0.0002451461070798196	0.0002451461070798196
MAPKK1_Int	SM01278	Mitogen-activated protein kinase kinase 1 interacting	4.902922141596391e-05	4.902922141596391e-05
MATH	SM00061	meprin and TRAF homology	0.000588350656991567	0.000588350656991567
Matrilin_ccoil	SM01279	Trimeric coiled-coil oligomerisation domain of matrilin	0.00019611688566385565	0.00019611688566385565
MBD	SM00391	Methyl-CpG binding domain	0.0005393214355756031	0.0005393214355756031
MBT	SM00561	Present in Drosophila Scm, l(3)mbt, and vertebrate SCML2	0.00044126299274367523	0.0014218474210629536
MCM	SM00350	minichromosome  maintenance proteins	0.00044126299274367523	0.00044126299274367523
Mcm10	SM01280	Mcm10 replication factor	4.902922141596391e-05	4.902922141596391e-05
Med12	SM01281	Transcription mediator complex subunit Med12	9.805844283192783e-05	9.805844283192783e-05
MGS	SM00851	MGS-like domain	0.00014708766424789175	0.00014708766424789175
MHC_II_alpha	SM00920	Class II histocompatibility antigen, alpha domain	0.0002941753284957835	0.0002941753284957835
MHC_II_beta	SM00921	Class II histocompatibility antigen, beta domain	0.00044126299274367523	0.00044126299274367523
MIF4G	SM00543	Middle domain of eukaryotic initiation factor 4G (eIF4G)	0.0004902922141596392	0.000588350656991567
MIR	SM00472	Domain in ryanodine and inositol trisphosphate receptors and protein O-mannosyltransferases	0.0004902922141596392	0.001765051970974701
MIT	SM00745	Microtubule Interacting and Trafficking molecule domain	0.0004902922141596392	0.000588350656991567
ML	SM00737	Domain involved in innate immunity and lipid metabolism.	0.00019611688566385565	0.00019611688566385565
Mob1_phocein	SM01388	Mob1/phocein family	0.0003432045499117474	0.0003432045499117474
MoCF_biosynth	SM00852	Probable molybdopterin binding domain	9.805844283192783e-05	0.00014708766424789175
MORN	SM00698	Possible plasma membrane-binding motif in junctophilins, PIP-5-kinases and protein kinases.	0.0007354383212394587	0.00426554226318886
Mre11_DNA_bind	SM01347	Mre11 DNA-binding presumed domain	4.902922141596391e-05	4.902922141596391e-05
MR_MLE	SM00922	Mandelate racemase / muconate lactonizing enzyme, C-terminal domain	4.902922141596391e-05	4.902922141596391e-05
Mterf	SM00733	Mitochondrial termination factor repeats	0.00019611688566385565	0.0009805844283192783
MutL_C	SM00853	MutL C terminal dimerisation domain	9.805844283192783e-05	9.805844283192783e-05
MUTSac	SM00534	ATPase domain of DNA mismatch repair MUTS family	0.0002451461070798196	0.0002451461070798196
MUTSd	SM00533	DNA-binding domain of DNA mismatch repair MUTS family	0.0002451461070798196	0.0002451461070798196
MYSc	SM00242	Myosin. Large ATPases.	0.0019121396352225926	0.0019121396352225926
MyTH4	SM00139	Domain in Myosin and Kinesin Tails	0.00044126299274367523	0.000588350656991567
N1221	SM01292	N1221-like protein	9.805844283192783e-05	9.805844283192783e-05
N2227	SM01296	NA	4.902922141596391e-05	4.902922141596391e-05
NAC	SM01407	NA	0.0003432045499117474	0.0003432045499117474
NADH_4Fe-4S	SM00928	NADH-ubiquinone oxidoreductase-F iron-sulfur binding region	4.902922141596391e-05	4.902922141596391e-05
NADH-G_4Fe-4S_3	SM00929	NADH-ubiquinone oxidoreductase-G iron-sulfur binding region	4.902922141596391e-05	4.902922141596391e-05
NAT_PEP	SM00183	Natriuretic peptide	0.00014708766424789175	0.00014708766424789175
Nbs1_C	SM01348	DNA damage repair protein Nbs1	4.902922141596391e-05	4.902922141596391e-05
NDK	SM00562	NA	0.0004902922141596392	0.000588350656991567
NEBU	SM00227	NA	0.00019611688566385565	0.012110217689743087
NEUZ	SM00588	NA	0.0002451461070798196	0.000588350656991567
Nfu_N	SM00932	Scaffold protein Nfu/NifU N terminal	4.902922141596391e-05	4.902922141596391e-05
NGF	SM00140	Nerve growth factor (NGF or beta-NGF)	0.00019611688566385565	0.00019611688566385565
NGN	SM00738	In Spt5p, this domain may confer affinity for Spt4p. It possesses a RNP-like fold.	4.902922141596391e-05	4.902922141596391e-05
NH	SM00003	Neurohypophysial hormones	9.805844283192783e-05	9.805844283192783e-05
NIDO	SM00539	Extracellular domain of unknown function in nidogen (entactin) and hypothetical proteins.	0.0002451461070798196	0.0002451461070798196
NIL	SM00930		NA	NA
NL	SM00004	Domain found in Notch and Lin-12	0.0003432045499117474	0.0009315552069033144
NMU	SM00084	Neuromedin U	4.902922141596391e-05	4.902922141596391e-05
NOD	SM01338	NA	0.00019611688566385565	0.00019611688566385565
NODP	SM01339	NA	0.00019611688566385565	0.00019611688566385565
NOSIC	SM00931	NOSIC (NUC001) domain	0.00014708766424789175	0.00014708766424789175
NPCBM	SM00776		NA	NA
NPP	SM01364	Pro-opiomelanocortin, N-terminal region	4.902922141596391e-05	4.902922141596391e-05
N-SET	SM01291	COMPASS (Complex proteins associated with Set1p) component N	9.805844283192783e-05	9.805844283192783e-05
NTR	SM00206	Tissue inhibitor of metalloproteinase family.	0.00019611688566385565	0.00019611688566385565
NUC	SM00477	DNA/RNA non-specific endonuclease	0.0002941753284957835	0.0002941753284957835
NUC194	SM01344	NA	4.902922141596391e-05	4.902922141596391e-05
NurA	SM00933		NA	NA
OLF	SM00284	Olfactomedin-like domains	0.0006373798784075309	0.0006373798784075309
OMPdecase	SM00934	Orotidine 5'-phosphate decarboxylase / HUMPS family	4.902922141596391e-05	4.902922141596391e-05
Op_neuropeptide	SM01365	Opioids neuropeptide	4.902922141596391e-05	4.902922141596391e-05
ORANGE	SM00511	Orange domain	0.00044126299274367523	0.00044126299274367523
OSTEO	SM00017	Osteopontin	4.902922141596391e-05	4.902922141596391e-05
P4Hc	SM00702	Prolyl 4-hydroxylase alpha subunit homologues.	0.0007844675426554226	0.0007844675426554226
P68HR	SM01414	P68HR (NUC004) repeat	4.902922141596391e-05	9.805844283192783e-05
PA14	SM00758	NA	0.00014708766424789175	0.00014708766424789175
PA2c	SM00085	Phospholipase A2	0.00044126299274367523	0.0004902922141596392
PAC	SM00086	Motif C-terminal to PAS motifs (likely to contribute to PAS structural domain)	0.0008334967640713865	0.0008334967640713865
PADR1	SM01335	NA	4.902922141596391e-05	4.902922141596391e-05
PAH	SM00309	Pancreatic hormones / neuropeptide F / peptide YY family	0.00019611688566385565	0.00019611688566385565
PAM	SM00753	PCI/PINT associated module	0.0007844675426554226	0.0007844675426554226
PAN_AP	SM00473	divergent subfamily of APPLE domains	0.0002941753284957835	0.0002941753284957835
PAPA-1	SM01406	NA	4.902922141596391e-05	4.902922141596391e-05
ParB	SM00470	ParB-like nuclease domain	4.902922141596391e-05	4.902922141596391e-05
PAS	SM00091	PAS domain	0.0012257305353990978	0.0021572857423024124
PAW	SM00613	domain present in PNGases and other hypothetical proteins	4.902922141596391e-05	4.902922141596391e-05
PAX	SM00351	Paired Box domain	0.00044126299274367523	0.00044126299274367523
PAZ	SM00949	NA	0.00044126299274367523	0.00044126299274367523
PB1	SM00666	PB1 domain	0.0006864090998234948	0.0006864090998234948
PBD	SM00285	P21-Rho-binding domain	0.0007354383212394587	0.0007354383212394587
PbH1	SM00710	Parallel beta-helix repeats	0.0002941753284957835	0.0032359286134536185
PBPe	SM00079	Eukaryotic homologues of bacterial periplasmic substrate binding proteins.	0.0008825259854873505	0.0008825259854873505
PCRF	SM00937	NA	9.805844283192783e-05	9.805844283192783e-05
PD	SM00018	P or trefoil or TFF domain	0.00044126299274367523	0.0006373798784075309
PDGF	SM00141	Platelet-derived and vascular endothelial growth factors (PDGF, VEGF) family	0.0003922337713277113	0.0003922337713277113
PDZ	SM00228	Domain present in PSD-95, Dlg, and ZO-1/2.	0.007354383212394587	0.013139831339478329
PEHE	SM01300	NA	0.00014708766424789175	0.00014708766424789175
Pept_C1	SM00645	Papain family cysteine protease	0.0006373798784075309	0.0006373798784075309
PGAM	SM00855	Phosphoglycerate mutase family	0.0004902922141596392	0.0004902922141596392
PGRP	SM00701	Animal peptidoglycan recognition proteins homologous to Bacteriophage T3 lysozyme.	0.00019611688566385565	0.0002941753284957835
PH	SM00233	Pleckstrin homology domain.	0.01289468523239851	0.01529711708178074
PHB	SM00244	prohibitin homologues	0.0005393214355756031	0.0005393214355756031
PHD	SM00249	PHD zinc finger	0.004314571484604825	0.007697587762306335
PI3Ka	SM00145	Phosphoinositide 3-kinase family, accessory domain (PIK domain)	0.00044126299274367523	0.00044126299274367523
PI3Kc	SM00146	Phosphoinositide 3-kinase, catalytic domain	0.0008334967640713865	0.0008334967640713865
PI3K_C2	SM00142	Phosphoinositide 3-kinase, region postulated to contain C2 domain	0.0003432045499117474	0.0003432045499117474
PI3K_p85B	SM00143	PI3-kinase family, p85-binding domain	0.00014708766424789175	0.00014708766424789175
PI3K_rbd	SM00144	PI3-kinase family, Ras-binding domain	0.0002941753284957835	0.0002941753284957835
PIG-X	SM00780	PIG-X / PBN1	4.902922141596391e-05	4.902922141596391e-05
PINc	SM00670	Large family of predicted nucleotide-binding domains	0.0002941753284957835	0.0002941753284957835
PINT	SM00088	motif in proteasome subunits, Int-6, Nip-1 and TRIP-15	0.0007844675426554226	0.0007844675426554226
PIP49_N	SM01299	N-term cysteine-rich ER, FAM69	0.00014708766424789175	0.00014708766424789175
PIPKc	SM00330	Phosphatidylinositol phosphate kinases	0.00044126299274367523	0.00044126299274367523
Piwi	SM00950	NA	0.0003922337713277113	0.0003922337713277113
PKD	SM00089	Repeats in polycystic kidney disease 1 (PKD1) and other proteins	0.0003922337713277113	0.0015199058638948814
PKS_AT	SM00827	Acyl transferase domain in polyketide synthase (PKS) enzymes.	9.805844283192783e-05	9.805844283192783e-05
PKS_DH	SM00826	NA	4.902922141596391e-05	4.902922141596391e-05
PKS_ER	SM00829	Enoylreductase	0.0007844675426554226	0.0007844675426554226
PKS_KR	SM00822	NA	0.0002941753284957835	0.0002941753284957835
PKS_KS	SM00825	Beta-ketoacyl synthase	9.805844283192783e-05	9.805844283192783e-05
PKS_PP	SM00823	Phosphopantetheine attachment site	4.902922141596391e-05	4.902922141596391e-05
PKS_PP_betabranch	SM01294		NA	NA
PLAc	SM00022	Cytoplasmic phospholipase A2, catalytic subunit	0.0002941753284957835	0.0002941753284957835
PLCXc	SM00148	Phospholipase C, catalytic domain (part); domain X	0.0008825259854873505	0.0008825259854873505
PLCYc	SM00149	Phospholipase C, catalytic domain (part); domain Y	0.0007354383212394587	0.0007354383212394587
PLDc	SM00155	Phospholipase D. Active site motifs.	0.0002941753284957835	0.0005393214355756031
PLEC	SM00250	Plectin repeat	0.0003432045499117474	0.007501470876642479
PLP	SM00002	Myelin proteolipid protein (PLP or lipophilin)	0.00014708766424789175	0.00014708766424789175
PlsC	SM00563	Phosphate acyltransferases	0.0007844675426554226	0.0007844675426554226
Plus3	SM00719	Short conserved domain in transcriptional regulators.	4.902922141596391e-05	4.902922141596391e-05
POLAc	SM00482	DNA polymerase A domain	0.00014708766424789175	0.00014708766424789175
POLBc	SM00486	DNA polymerase type-B family	0.00019611688566385565	0.00019611688566385565
POLXc	SM00483	DNA polymerase X family	0.00019611688566385565	0.00019611688566385565
PolyA	SM00517	C-terminal domain of Poly(A)-binding protein. Present also in Drosophila hyperplastics discs protein.	0.0002451461070798196	0.0002451461070798196
POP4	SM00538	A domain found in a protein subunit of human RNase MRP and RNase P ribonucleoprotein complexes and archaeal proteins.	4.902922141596391e-05	4.902922141596391e-05
PostSET	SM00508	Cysteine-rich motif following a subset of SET domains	0.0006373798784075309	0.0010786428711512062
POU	SM00352	Found in Pit-Oct-Unc transcription factors	0.0007844675426554226	0.0007844675426554226
PP2Ac	SM00156	Protein phosphatase 2A homologues, catalytic domain.	0.0006373798784075309	0.0006373798784075309
PP2Cc	SM00332	Serine/threonine phosphatases, family 2C, catalytic domain	0.0009805844283192783	0.0009805844283192783
PP2C_SIG	SM00331	Sigma factor PP2C-like phosphatases	0.00019611688566385565	0.00019611688566385565
PQQ	SM00564	beta-propeller repeat	0.00019611688566385565	0.0007844675426554226
PreSET	SM00468	N-terminal to some SET domains	0.0003432045499117474	0.0003432045499117474
Pribosyltran_N	SM01400	N-terminal domain of ribose phosphate pyrophosphokinase	0.0002451461070798196	0.0002451461070798196
PROF	SM00392	Profilin	0.00019611688566385565	0.00019611688566385565
Pro-kuma_activ	SM00944	Pro-kumamolisin, activation domain	4.902922141596391e-05	4.902922141596391e-05
ProQ	SM00945	ProQ/FINO family	4.902922141596391e-05	4.902922141596391e-05
Pro-rich	SM01412	Proline-rich	0.0002941753284957835	0.0004902922141596392
ProRS-C_1	SM00946	Prolyl-tRNA synthetase, C-terminal	4.902922141596391e-05	4.902922141596391e-05
Proteasome_A_N	SM00948	Proteasome subunit A N-terminal signature  Add an annotation	0.0003922337713277113	0.0003922337713277113
PRP	SM00157	Major prion protein	4.902922141596391e-05	4.902922141596391e-05
PRY	SM00589	NA	0.002304373406550304	0.002304373406550304
PSI	SM00423	domain found in Plexins, Semaphorins and Integrins	0.0020592272994704843	0.0036771916061972935
PSN	SM00730	Presenilin, signal peptide peptidase, family	0.0003432045499117474	0.0003432045499117474
PSP	SM00581	proline-rich domain in spliceosome associated proteins	9.805844283192783e-05	9.805844283192783e-05
PTB	SM00462	Phosphotyrosine-binding domain, phosphotyrosine-interaction (PI) domain	0.0019611688566385566	0.002206314963718376
PTBI	SM00310	Phosphotyrosine-binding domain (IRS1-like)	0.0005393214355756031	0.0005393214355756031
PTEN_C2	SM01326	C2 domain of PTEN tumour-suppressor protein	0.0003922337713277113	0.0003922337713277113
PTH	SM00087	Parathyroid hormone	9.805844283192783e-05	9.805844283192783e-05
PTI	SM00286	Plant trypsin inhibitors	4.902922141596391e-05	0.0003922337713277113
PTN	SM00193	Pleiotrophin / midkine family	9.805844283192783e-05	9.805844283192783e-05
PTPc	SM00194	Protein tyrosine phosphatase, catalytic domain	0.0018140811923906648	0.0024024318493822317
PTPc_motif	SM00404	Protein tyrosine phosphatase, catalytic domain motif	0.003039811727789763	0.0036281623847813295
PTPlike_phytase	SM01301	Inositol hexakisphosphate	9.805844283192783e-05	0.00014708766424789175
PTX	SM00159	Pentraxin / C-reactive protein / pentaxin family	0.000588350656991567	0.000588350656991567
PUA	SM00359	Putative RNA-binding Domain in PseudoUridine synthase and Archaeosine transglycosylase	0.00019611688566385565	0.00019611688566385565
PUG	SM00580	domain in protein kinases, N-glycanases and other nuclear proteins	0.0002451461070798196	0.0002451461070798196
Pumilio	SM00025	Pumilio-like repeats	0.00019611688566385565	0.0013728181996469895
PUR	SM00712	DNA/RNA-binding repeats in PUR-alpha/beta/gamma and in hypothetical proteins from spirochetes and the Bacteroides-Cytophaga-Flexibacter bacteria.	0.00014708766424789175	0.00044126299274367523
PWI	SM00311	PWI, domain in splicing factors	0.00014708766424789175	0.00014708766424789175
PWWP	SM00293	domain with conserved PWWP motif	0.0009805844283192783	0.00112767209256717
PX	SM00312	PhoX homologous domain, present in p47phox and p40phox.	0.0021572857423024124	0.0021572857423024124
PXA	SM00313	Domain associated with PX domains	0.00019611688566385565	0.00019611688566385565
PYNP_C	SM00941	Pyrimidine nucleoside phosphorylase C-terminal domain	4.902922141596391e-05	4.902922141596391e-05
PYRIN	SM01289	PAAD/DAPIN/Pyrin domain	0.0010786428711512062	0.0010786428711512062
QLQ	SM00951	NA	9.805844283192783e-05	9.805844283192783e-05
R3H	SM00393	Putative single-stranded nucleic acids-binding domain	0.00044126299274367523	0.00044126299274367523
RA	SM00314	Ras association (RalGDS/AF-6) domain	0.0014218474210629536	0.0014708766424789174
RAB	SM00175	Rab subfamily of small GTPases	0.007403412433810551	0.007403412433810551
rADc	SM00650	Ribosomal RNA adenine dimethylases	0.00014708766424789175	0.00014708766424789175
RAN	SM00176	Ran (Ras-related nuclear proteins) /TC4 subfamily of small GTPases	0.004216513041772897	0.004216513041772897
RanBD	SM00160	Ran-binding domain	0.0005393214355756031	0.0009805844283192783
RAP	SM00952	NA	0.0002941753284957835	0.0002941753284957835
Rapamycin_bind	SM01345	Rapamycin binding domain	9.805844283192783e-05	9.805844283192783e-05
Raptor_N	SM01302	Raptor N-terminal CASPase like domain	4.902922141596391e-05	4.902922141596391e-05
RAS	SM00173	Ras subfamily of RAS small GTPases	0.006667974112571092	0.006667974112571092
RasGAP	SM00323	GTPase-activator protein for Ras-like GTPases	0.0006864090998234948	0.0006864090998234948
RasGEF	SM00147	Guanine nucleotide exchange factor for Ras-like small GTPases	0.0014708766424789174	0.0014708766424789174
RasGEFN	SM00229	Guanine nucleotide exchange factor for Ras-like GTPases; N-terminal motif	0.0009805844283192783	0.0010786428711512062
RasGEF_N_2	SM01303	Rapamycin-insensitive companion of mTOR RasGEF_N domain	4.902922141596391e-05	4.902922141596391e-05
RB_A	SM01368	Retinoblastoma-associated protein A domain	0.00014708766424789175	0.00014708766424789175
Rb_C	SM01369	Rb C-terminal domain	0.00014708766424789175	0.00014708766424789175
RBD	SM00455	Raf-like Ras-binding domain	0.0003432045499117474	0.00044126299274367523
RES	SM00953		NA	NA
RESP18	SM01305	NA	0.00014708766424789175	0.00014708766424789175
RFX5_DNA_bdg	SM01306	RFX5 DNA-binding domain	4.902922141596391e-05	4.902922141596391e-05
RGS	SM00315	Regulator of G protein signalling domain	0.001716022749558737	0.0018140811923906648
RHO	SM00174	Rho (Ras homology) subfamily of Ras-like small GTPases	0.006128652676995489	0.006128652676995489
RHOD	SM00450	Rhodanese Homology Domain	0.0010296136497352421	0.00112767209256717
RhoGAP	SM00324	GTPase-activator protein for Rho-like GTPases	0.0031868993920376545	0.0031868993920376545
RhoGEF	SM00325	Guanine nucleotide exchange factor for Rho/Rac/Cdc42-like GTPases	0.003333987056285546	0.003432045499117474
RIBOc	SM00535	Ribonuclease III family	9.805844283192783e-05	0.00019611688566385565
Ribosomal_L14	SM01374	Ribosomal protein L14p/L23e	9.805844283192783e-05	9.805844283192783e-05
Ribosomal_L15e	SM01384	NA	4.902922141596391e-05	4.902922141596391e-05
Ribosomal_L19e	SM01416	NA	4.902922141596391e-05	4.902922141596391e-05
Ribosomal_L2	SM01383	Ribosomal Proteins L2, RNA binding domain	9.805844283192783e-05	9.805844283192783e-05
Ribosomal_L2_C	SM01382	Ribosomal Proteins L2, C-terminal domain	9.805844283192783e-05	9.805844283192783e-05
Ribosomal_L31e	SM01380	NA	4.902922141596391e-05	4.902922141596391e-05
Ribosomal_L32e	SM01393	NA	4.902922141596391e-05	4.902922141596391e-05
Ribosomal_L40e	SM01377	NA	4.902922141596391e-05	4.902922141596391e-05
Ribosomal_S10	SM01403	Ribosomal protein S10p/S20e	0.00014708766424789175	0.00014708766424789175
Ribosomal_S13_N	SM01386	Ribosomal S13/S15 N-terminal domain	4.902922141596391e-05	4.902922141596391e-05
Ribosomal_S15	SM01387	NA	9.805844283192783e-05	9.805844283192783e-05
Ribosomal_S19e	SM01413	NA	4.902922141596391e-05	4.902922141596391e-05
Ribosomal_S27	SM01402	Ribosomal protein S27a	4.902922141596391e-05	4.902922141596391e-05
Ribosomal_S3Ae	SM01397	Ribosomal S3Ae family	4.902922141596391e-05	4.902922141596391e-05
Ribosomal_S4	SM01390	Ribosomal protein S4/S9 N-terminal domain	9.805844283192783e-05	9.805844283192783e-05
Ribosomal_S6e	SM01405	Ribosomal protein S6e	4.902922141596391e-05	4.902922141596391e-05
RICIN	SM00458	Ricin-type beta-trefoil	0.0012747597568150619	0.0012747597568150619
RICTOR_M	SM01307	Rapamycin-insensitive companion of mTOR, middle domain	4.902922141596391e-05	4.902922141596391e-05
RICTOR_N	SM01308	Rapamycin-insensitive companion of mTOR, N-term	4.902922141596391e-05	4.902922141596391e-05
RICTOR_phospho	SM01309	Rapamycin-insensitive companion of mTOR, phosphorylation-site	4.902922141596391e-05	4.902922141596391e-05
RICTOR_V	SM01310	Rapamycin-insensitive companion of mTOR, domain 5	4.902922141596391e-05	4.902922141596391e-05
RIIa	SM00394	RIIalpha, Regulatory subunit portion of type II PKA R-subunit	0.0002941753284957835	0.0002941753284957835
RING	SM00184	Ring finger	0.011767013139831339	0.013090802118062366
RINGv	SM00744	The RING-variant domain is a C4HC3 zinc-finger like motif found in a number of cellular and viral proteins. Some of these proteins have been shown both in vivo and in vitro to have ubiquitin E3 ligase activity.	0.0008334967640713865	0.0008334967640713865
RIO	SM00090	RIO-like kinase	0.00014708766424789175	0.00014708766424789175
RL11	SM00649	Ribosomal protein L11/L12	9.805844283192783e-05	9.805844283192783e-05
RNA_pol_Rpb6	SM01409	RNA polymerase Rpb6	4.902922141596391e-05	4.902922141596391e-05
RNAse_Pc	SM00092	Pancreatic ribonuclease	0.0005393214355756031	0.0005393214355756031
RNB	SM00955	NA	0.00019611688566385565	0.00019611688566385565
Robl_LC7	SM00960	Roadblock/LC7 domain	0.00014708766424789175	0.00014708766424789175
Romo1	SM01378	Reactive mitochondrial oxygen species modulator 1	4.902922141596391e-05	4.902922141596391e-05
RPEL	SM00707	Repeat in Drosophila CG10860, human KIAA0680 and C. elegans F26H9.2	0.0003432045499117474	0.00112767209256717
RPOL4c	SM00657	DNA-directed RNA-polymerase II subunit	9.805844283192783e-05	9.805844283192783e-05
RPOL8c	SM00658	RNA polymerase subunit 8	4.902922141596391e-05	4.902922141596391e-05
RPOL9	SM00661	RNA polymerase subunit 9	9.805844283192783e-05	9.805844283192783e-05
RPOLA_N	SM00663	RNA polymerase I subunit A N-terminus	0.00014708766424789175	0.00014708766424789175
RPOLCX	SM00659	RNA polymerase subunit CX	4.902922141596391e-05	4.902922141596391e-05
RPOLD	SM00662	RNA polymerases D	9.805844283192783e-05	9.805844283192783e-05
RPOL_N	SM01311	DNA-directed RNA polymerase N-terminal	4.902922141596391e-05	4.902922141596391e-05
RPR	SM00582	NA	0.0003432045499117474	0.0003432045499117474
RQC	SM00956	NA	9.805844283192783e-05	9.805844283192783e-05
RRM	SM00360	RNA recognition motif	0.010198078054520495	0.018729162580898216
RRM_1	SM00361	RNA recognition motif	0.0012747597568150619	0.002304373406550304
Rtt106	SM01287	Histone chaperone Rttp106-like	9.805844283192783e-05	9.805844283192783e-05
RUN	SM00593	NA	0.0008825259854873505	0.0009805844283192783
RWD	SM00591	NA	0.0004902922141596392	0.0004902922141596392
S1	SM00316	Ribosomal protein S1-like RNA-binding domain	0.00044126299274367523	0.0010296136497352421
S_100	SM01394	S-100/ICaBP type calcium binding domain	0.0013728181996469895	0.0013728181996469895
S4	SM00363	S4 RNA-binding domain	0.00019611688566385565	0.00019611688566385565
SAA	SM00197	Serum amyloid A proteins	0.00014708766424789175	0.00014708766424789175
SAF	SM00858	NA	4.902922141596391e-05	4.902922141596391e-05
SAM	SM00454	Sterile alpha motif.	0.004167483820356933	0.005148068248676211
SAM_PNT	SM00251	SAM / Pointed domain	0.0005393214355756031	0.0005393214355756031
SAND	SM00258	SAND domain	0.0003922337713277113	0.0003922337713277113
SANT	SM00717	SANT  SWI3, ADA2, N-CoR and TFIIIB'' DNA-binding domains	0.0020592272994704843	0.003333987056285546
SAP	SM00513	Putative DNA-binding (bihelical) motif predicted to be involved in chromosomal organisation	0.0010786428711512062	0.0010786428711512062
SAPA	SM00162	Saposin/surfactant protein-B A-type DOMAIN	0.00014708766424789175	0.0002451461070798196
SapB	SM00741	Saposin (B) Domains	0.0002941753284957835	0.0006864090998234948
SAR	SM00178	Sar1p-like members of the Ras-family  of small GTPases	0.0014218474210629536	0.0014218474210629536
SCAN	SM00431	leucine rich region	0.002892724063541871	0.002892724063541871
SCP	SM00198	SCP / Tpx-1 / Ag5 / PR-1 / Sc7 family of extracellular domains.	0.0007354383212394587	0.0007354383212394587
SCY	SM00199	Intercrine alpha family (small cytokine C-X-C) (chemokine CXC).	0.0020101980780545207	0.0020101980780545207
Sds3	SM01401	Sds3-like	0.00014708766424789175	0.00014708766424789175
SEA	SM00200	Domain found in sea urchin sperm protein, enterokinase, agrin	0.0005393214355756031	0.0009315552069033144
SEC14	SM00516	Domain in homologues of a S. cerevisiae phosphatidylinositol transfer protein (Sec14p)	0.0012257305353990978	0.0012257305353990978
Sec3-PIP2_bind	SM01313	Exocyst complex component SEC3 N-terminal PIP2 binding PH	0.00014708766424789175	0.00014708766424789175
Sec63	SM00973	Sec63 Brl domain	0.00019611688566385565	0.0002941753284957835
Sec7	SM00222	Sec7 domain	0.0007844675426554226	0.0007844675426554226
SEL1	SM00671	Sel1-like repeats.	0.0003432045499117474	0.0024024318493822317
Sema	SM00630	semaphorin domain	0.0015199058638948814	0.0015199058638948814
SEP	SM00553	Domain present in Saccharomyces cerevisiae Shp1, Drosophila melanogaster eyes closed gene (eyc), and vertebrate p47.	0.00014708766424789175	0.00014708766424789175
SERPIN	SM00093	SERine  Proteinase INhibitors	0.0018140811923906648	0.0018140811923906648
SET	SM00317	SET (Su(var)3-9, Enhancer-of-zeste, Trithorax) domain	0.0018631104138066288	0.0018631104138066288
SFM	SM00500	Splicing Factor Motif, present in Prp18 and Pr04	9.805844283192783e-05	9.805844283192783e-05
SF_P	SM00019	Pulmonary surfactant proteins	4.902922141596391e-05	4.902922141596391e-05
SH2	SM00252	Src homology 2 domains	0.005050009805844283	0.0055403020200039226
SH3	SM00326	Src homology 3 domains	0.010050990390272602	0.01377721121788586
ShKT	SM00254	ShK toxin domain	4.902922141596391e-05	4.902922141596391e-05
Skp1	SM00512	Found in Skp1 protein family	9.805844283192783e-05	9.805844283192783e-05
Sm	SM00651	snRNP Sm proteins	0.0009805844283192783	0.0009805844283192783
SMC_hinge	SM00968	SMC proteins Flexible Hinge Domain	0.0002941753284957835	0.0002941753284957835
SMI1_KNR4	SM00860	SMI1 / KNR4 family	9.805844283192783e-05	9.805844283192783e-05
SMR	SM00463	Small MutS-related domain	4.902922141596391e-05	4.902922141596391e-05
SnAC	SM01314	Snf2-ATP coupling, chromatin remodelling complex	9.805844283192783e-05	9.805844283192783e-05
SNc	SM00318	Staphylococcal nuclease homologues	4.902922141596391e-05	0.00019611688566385565
SO	SM00201	Somatomedin B -like domains	0.0003432045499117474	0.000588350656991567
